keya,keyb,disno,dyindex,statea,namea,stateb,nameb,year,strtday,strtmnth,strtyr,endday,endmnth,endyear,outcome,settlmnt,fatlev,highact,hihost,recip,noinit,notarg,sideaa,revstata,revtypea,fatleva,highmcaa,hihosta,orignata,sideab,revstatb,revtypeb,fatlevb,highmcab,hihostb,orignatb,rolea,roleb,dyad_rolea,dyad_roleb,war,durindx,duration,cumdurat,mid5hiact,mid5hiacta,mid5hiactb,severity,severitya,severityb,new,change,changetype_1,changetype_2,cluster
343-1997,339-1997,4097,4097,343,MAC,339,ALB,1997,13,3,1997,13,3,1997,5,3,0,18,4,1,1,1,0,0,0,0,18,4,1,1,0,0,0,18,4,1,3,1,3,1,0,1,1,1,17,17,17,75,75,75,0,0,0,0,cluster2
365-1996,369-1996,4098,4098,365,RUS,369,UKR,1996,24,3,1996,24,3,1996,5,3,0,7,3,0,1,1,1,0,0,0,7,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,7,7,0,49,49,75,0,0,0,0,cluster3
369-1996,365-1996,4098,4098,369,UKR,365,RUS,1996,24,3,1996,24,3,1996,5,3,0,7,3,0,1,1,0,0,0,0,0,1,1,1,0,0,0,7,3,1,3,1,3,1,0,1,1,1,7,0,7,49,75,49,0,0,0,0,cluster2
344-1995,345-1995,4100,4100,344,CRO,345,YUG,1995,7,5,1995,17,10,1995,2,1,0,12,3,0,1,1,0,0,0,0,0,1,1,1,1,2,0,12,3,1,3,1,3,1,0,1,164,164,10,0,10,82,49,82,0,0,0,0,cluster2
345-1995,344-1995,4100,4100,345,YUG,344,CRO,1995,7,5,1995,17,10,1995,1,1,0,12,3,0,1,1,1,1,2,0,12,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,164,164,10,10,0,82,82,49,0,0,0,0,cluster3
310-1995,344-1995,4101,4101,310,HUN,344,CRO,1995,12,8,1995,30,11,1995,5,3,0,13,3,0,1,1,1,0,0,0,13,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,111,111,11,11,0,49,49,49,0,0,0,0,cluster3
344-1995,310-1995,4101,4101,344,CRO,310,HUN,1995,12,8,1995,30,11,1995,5,3,0,13,3,0,1,1,0,0,0,0,0,1,1,1,0,0,0,13,3,1,3,1,3,1,0,1,111,111,11,0,11,49,49,49,0,0,0,0,cluster2
310-1995,345-1995,4102,4102,310,HUN,345,YUG,1995,12,8,1995,30,11,1995,5,3,0,13,3,0,1,1,1,0,0,0,13,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,111,111,11,11,0,49,49,0,0,0,0,0,cluster3
345-1995,310-1995,4102,4102,345,YUG,310,HUN,1995,12,8,1995,30,11,1995,5,3,0,13,3,0,1,1,0,0,0,0,0,1,1,1,0,0,0,13,3,1,3,1,3,1,0,1,111,111,11,0,11,49,0,49,0,0,0,0,cluster2
365-1994,367-1994,4103,4103,365,RUS,367,LAT,1994,10,1,1994,10,1,1994,4,4,0,10,3,0,1,1,1,0,0,0,10,3,1,0,1,2,0,0,1,1,1,3,1,3,0,1,1,1,8,8,0,20,20,49,0,0,0,0,cluster3
367-1994,365-1994,4103,4103,367,LAT,365,RUS,1994,10,1,1994,10,1,1994,3,4,0,10,3,0,1,1,0,1,2,0,0,1,1,1,0,0,0,10,3,1,3,1,3,1,0,1,1,1,8,0,8,20,49,20,0,0,0,0,cluster2
365-1994,710-1994,4104,4104,365,RUS,710,CHN,1994,1,6,1994,30,6,1994,5,3,0,19,4,0,1,1,0,0,0,0,19,4,1,1,0,0,0,0,1,1,3,1,3,1,0,1,30,30,16,16,0,65,65,49,0,0,0,0,cluster2
710-1994,365-1994,4104,4104,710,CHN,365,RUS,1994,1,6,1994,30,6,1994,5,3,0,19,4,0,1,1,1,0,0,0,0,1,1,0,0,0,0,19,4,1,1,3,1,3,0,1,30,30,16,0,16,65,49,65,0,0,0,0,cluster3
365-1995,368-1995,4105,4105,365,RUS,368,LIT,1995,29,3,1995,29,3,1995,5,3,0,8,3,0,1,1,1,0,0,0,8,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,7,7,0,49,49,49,0,0,0,0,cluster3
368-1995,365-1995,4105,4105,368,LIT,365,RUS,1995,29,3,1995,29,3,1995,5,3,0,8,3,0,1,1,0,0,0,0,0,1,1,1,0,0,0,8,3,1,3,1,3,1,0,1,1,1,7,0,7,49,49,49,0,0,0,0,cluster2
290-1993,365-1993,4106,4106,290,POL,365,RUS,1993,20,6,1993,20,6,1993,5,3,0,8,3,0,1,1,0,0,0,0,0,1,1,1,1,2,0,8,3,1,3,1,3,1,0,1,1,1,7,0,7,49,49,49,0,0,0,0,cluster2
365-1993,290-1993,4106,4106,365,RUS,290,POL,1993,20,6,1993,20,6,1993,5,3,0,8,3,0,1,1,1,1,2,0,8,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,7,7,0,49,49,49,0,0,0,0,cluster3
290-1997,365-1997,4107,4107,290,POL,365,RUS,1997,26,2,1997,21,3,1997,7,1,0,17,4,0,1,1,0,0,0,0,17,4,1,1,0,0,0,17,4,1,3,1,3,1,0,1,24,24,15,15,15,81,81,81,0,0,0,0,cluster2
365-1997,290-1997,4107,4107,365,RUS,290,POL,1997,26,2,1997,21,3,1997,7,1,0,17,4,0,1,1,1,0,0,0,17,4,1,0,0,0,0,17,4,1,1,3,1,3,0,1,24,24,15,15,15,81,81,81,0,0,0,0,cluster3
360-1997,369-1997,4108,4108,360,ROM,369,UKR,1997,26,3,1997,28,3,1997,5,3,0,10,3,0,1,1,0,0,0,0,0,1,1,1,1,2,0,10,3,1,3,1,3,1,0,1,3,3,8,0,8,20,0,20,0,0,0,0,cluster2
369-1997,360-1997,4108,4108,369,UKR,360,ROM,1997,26,3,1997,28,3,1997,5,3,0,10,3,0,1,1,1,1,2,0,10,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,3,3,8,8,0,20,20,0,0,0,0,0,cluster3
372-1996,373-1996,4109,4109,372,GRG,373,AZE,1996,17,10,1996,25,10,1996,6,1,0,14,3,0,1,1,0,0,0,0,0,1,1,1,1,2,0,14,3,1,3,1,3,1,0,1,9,9,12,0,12,65,49,65,0,0,0,0,cluster2
373-1996,372-1996,4109,4109,373,AZE,372,GRG,1996,17,10,1996,25,10,1996,6,1,0,14,3,0,1,1,1,1,2,0,14,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,9,9,12,12,0,65,65,49,0,0,0,0,cluster3
365-1998,367-1998,4111,4111,365,RUS,367,LAT,1998,5,8,1998,31,8,1998,5,3,0,13,3,0,1,1,1,1,2,0,13,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,27,27,11,11,0,49,49,75,0,0,0,0,cluster3
367-1998,365-1998,4111,4111,367,LAT,365,RUS,1998,5,8,1998,31,8,1998,5,3,0,13,3,0,1,1,0,0,0,0,0,1,1,1,1,2,0,13,3,1,3,1,3,1,0,1,27,27,11,0,11,49,75,49,0,0,0,0,cluster2
630-1994,645-1994,4113,4113,630,IRN,645,IRQ,1994,6,11,1994,6,11,1994,5,3,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,75,0,0,0,0,cluster3
645-1994,630-1994,4113,4113,645,IRQ,630,IRN,1994,6,11,1994,6,11,1994,5,3,0,19,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,75,65,0,0,0,0,cluster2
670-1994,679-1994,4114,4114,670,SAU,679,YEM,1994,23,10,1994,27,1,1995,0,0,0,18,4,1,1,1,1,1,1,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,70,70,17,17,17,75,75,75,0,0,0,0,cluster3
670-1995,679-1995,4114,4114,670,SAU,679,YEM,1995,23,10,1994,27,1,1995,5,3,1,18,4,1,1,1,1,1,1,1,18,4,1,0,0,0,1,18,4,1,1,3,1,3,0,2,28,98,17,17,17,75,75,75,0,0,0,0,cluster3
679-1994,670-1994,4114,4114,679,YEM,670,SAU,1994,23,10,1994,27,1,1995,0,0,0,18,4,1,1,1,0,0,0,0,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,1,70,70,17,17,17,75,75,75,0,0,0,0,cluster2
679-1995,670-1995,4114,4114,679,YEM,670,SAU,1995,23,10,1994,27,1,1995,5,3,1,18,4,1,1,1,0,0,0,1,18,4,1,1,1,1,1,18,4,1,3,1,3,1,0,2,28,98,17,17,17,75,75,75,0,0,0,0,cluster2
452-1994,461-1994,4116,4116,452,GHA,461,TOG,1994,6,1,1994,31,1,1994,8,3,0,13,3,0,1,1,0,0,0,0,0,1,1,1,0,0,0,13,3,1,3,1,3,1,0,1,26,26,11,0,11,49,49,49,0,0,0,0,cluster2
461-1994,452-1994,4116,4116,461,TOG,452,GHA,1994,6,1,1994,31,1,1994,8,3,0,13,3,0,1,1,1,0,0,0,13,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,26,26,11,11,0,49,49,49,0,0,0,0,cluster3
565-1997,571-1997,4117,4117,565,NAM,571,BOT,1997,22,10,1997,20,4,1998,0,0,0,14,3,0,1,1,0,0,0,0,14,3,1,1,1,1,0,14,3,1,3,1,3,1,0,1,71,71,12,12,12,65,65,65,0,0,0,0,cluster2
565-1998,571-1998,4117,4117,565,NAM,571,BOT,1998,22,10,1997,20,4,1998,5,3,0,14,3,0,1,1,0,0,0,0,14,3,1,1,1,1,0,14,3,1,3,1,3,1,0,2,111,182,12,12,12,65,65,65,0,0,0,0,cluster2
571-1997,565-1997,4117,4117,571,BOT,565,NAM,1997,22,10,1997,20,4,1998,0,0,0,14,3,0,1,1,1,1,1,0,14,3,1,0,0,0,0,14,3,1,1,3,1,3,0,1,71,71,12,12,12,65,65,65,0,0,0,0,cluster3
571-1998,565-1998,4117,4117,571,BOT,565,NAM,1998,22,10,1997,20,4,1998,5,3,0,14,3,0,1,1,1,1,1,0,14,3,1,0,0,0,0,14,3,1,1,3,1,3,0,2,111,182,12,12,12,65,65,65,0,0,0,0,cluster3
510-1995,516-1995,4118,4118,510,TAZ,516,BUI,1995,15,6,1995,3,11,1995,5,3,0,10,3,0,1,1,1,0,0,0,10,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,142,142,8,8,0,20,20,75,0,0,0,0,cluster3
516-1995,510-1995,4118,4118,516,BUI,510,TAZ,1995,15,6,1995,3,11,1995,5,3,0,10,3,0,1,1,0,0,0,0,0,1,1,1,0,0,0,10,3,1,3,1,3,1,0,1,142,142,8,0,8,20,75,20,0,0,0,0,cluster2
471-1994,475-1994,4119,4119,471,CAO,475,NIG,1994,3,1,1994,27,11,1994,5,3,1,18,4,1,1,1,1,1,1,1,18,4,1,0,1,1,1,18,4,1,1,3,1,3,0,1,329,329,17,17,17,75,75,75,0,0,0,0,cluster3
475-1994,471-1994,4119,4119,475,NIG,471,CAO,1994,3,1,1994,27,11,1994,5,3,1,18,4,1,1,1,0,1,1,1,18,4,1,1,1,1,1,18,4,1,3,1,3,1,0,1,329,329,17,17,17,75,75,75,0,0,0,0,cluster2
531-1995,679-1995,4121,4121,531,ERI,679,YEM,1995,13,11,1995,15,8,1996,0,0,0,18,4,1,1,1,1,1,1,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,49,49,17,17,17,75,75,75,0,0,0,0,cluster3
531-1996,679-1996,4121,4121,531,ERI,679,YEM,1996,13,11,1995,15,8,1996,5,3,0,18,4,1,1,1,1,1,1,9,18,4,1,0,0,0,9,18,4,1,1,3,1,3,0,2,229,278,17,17,17,75,75,75,0,0,0,0,cluster3
679-1995,531-1995,4121,4121,679,YEM,531,ERI,1995,13,11,1995,15,8,1996,0,0,0,18,4,1,1,1,0,0,0,0,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,1,49,49,17,17,17,75,75,75,0,0,0,0,cluster2
679-1996,531-1996,4121,4121,679,YEM,531,ERI,1996,13,11,1995,15,8,1996,5,3,0,18,4,1,1,1,0,0,0,9,18,4,1,1,1,1,9,18,4,1,3,1,3,1,0,2,229,278,17,17,17,75,75,75,0,0,0,0,cluster2
490-1996,517-1996,4122,4122,490,DRC,517,RWA,1996,22,9,1996,17,5,1997,0,0,0,18,4,1,1,1,1,0,0,0,18,4,1,0,1,3,0,18,4,1,1,3,1,3,0,1,101,101,17,17,17,75,75,75,0,0,0,0,cluster3
490-1997,517-1997,4122,4122,490,DRC,517,RWA,1997,22,9,1996,17,5,1997,5,3,4,18,4,1,1,1,1,0,0,4,18,4,1,0,1,3,3,18,4,1,1,3,1,3,0,2,138,239,17,17,17,75,75,75,0,0,0,0,cluster3
517-1996,490-1996,4122,4122,517,RWA,490,DRC,1996,22,9,1996,17,5,1997,0,0,0,18,4,1,1,1,0,1,3,0,18,4,1,1,0,0,0,18,4,1,3,1,3,1,0,1,101,101,17,17,17,75,75,75,0,0,0,0,cluster2
517-1997,490-1997,4122,4122,517,RWA,490,DRC,1997,22,9,1996,17,5,1997,5,3,4,18,4,1,1,1,0,1,3,3,18,4,1,1,0,0,4,18,4,1,3,1,3,1,0,2,138,239,17,17,17,75,75,75,0,0,0,0,cluster2
510-1997,516-1997,4123,4123,510,TAZ,516,BUI,1997,27,9,1997,30,11,1997,8,3,0,18,4,1,1,1,0,0,0,9,18,4,1,1,0,0,9,18,4,1,3,1,3,1,0,1,65,65,17,17,17,75,75,75,0,0,0,0,cluster2
516-1997,510-1997,4123,4123,516,BUI,510,TAZ,1997,27,9,1997,30,11,1997,8,3,0,18,4,1,1,1,1,0,0,9,18,4,1,0,0,0,9,18,4,1,1,3,1,3,0,1,65,65,17,17,17,75,75,75,0,0,0,0,cluster3
531-1996,625-1996,4124,4124,531,ERI,625,SUD,1996,21,7,1996,31,1,1999,0,0,0,18,4,1,1,1,1,1,2,0,18,4,1,0,1,2,0,18,4,1,1,3,1,3,0,1,164,164,17,17,17,75,75,75,0,0,0,0,cluster3
531-1997,625-1997,4124,4124,531,ERI,625,SUD,1997,21,7,1996,31,1,1999,0,0,0,18,4,1,1,1,1,1,2,0,18,4,1,0,1,2,0,18,4,1,1,3,1,3,0,2,365,529,17,17,17,75,75,75,0,0,0,0,cluster3
531-1998,625-1998,4124,4124,531,ERI,625,SUD,1998,21,7,1996,31,1,1999,0,0,0,18,4,1,1,1,1,1,2,0,18,4,1,0,1,2,0,18,4,1,1,3,1,3,0,3,365,894,17,17,17,75,75,75,0,0,0,0,cluster3
531-1999,625-1999,4124,4124,531,ERI,625,SUD,1999,21,7,1996,31,1,1999,6,1,0,18,4,1,1,1,1,1,2,9,18,4,1,0,1,2,9,18,4,1,1,3,1,3,0,4,32,926,17,17,17,75,75,75,0,0,0,0,cluster3
625-1996,531-1996,4124,4124,625,SUD,531,ERI,1996,21,7,1996,31,1,1999,0,0,0,18,4,1,1,1,0,1,2,0,18,4,1,1,1,2,0,18,4,1,3,1,3,1,0,1,164,164,17,17,17,75,75,75,0,0,0,0,cluster2
625-1997,531-1997,4124,4124,625,SUD,531,ERI,1997,21,7,1996,31,1,1999,0,0,0,18,4,1,1,1,0,1,2,0,18,4,1,1,1,2,0,18,4,1,3,1,3,1,0,2,365,529,17,17,17,75,75,75,0,0,0,0,cluster2
625-1998,531-1998,4124,4124,625,SUD,531,ERI,1998,21,7,1996,31,1,1999,0,0,0,18,4,1,1,1,0,1,2,0,18,4,1,1,1,2,0,18,4,1,3,1,3,1,0,3,365,894,17,17,17,75,75,75,0,0,0,0,cluster2
625-1999,531-1999,4124,4124,625,SUD,531,ERI,1999,21,7,1996,31,1,1999,6,1,0,18,4,1,1,1,0,1,2,9,18,4,1,1,1,2,9,18,4,1,3,1,3,1,0,4,32,926,17,17,17,75,75,75,0,0,0,0,cluster2
Feb-99,731-1999,4125,4125,2,USA,731,PRK,1999,16,6,1999,18,7,1999,5,3,0,7,3,0,2,1,1,1,2,0,7,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,33,33,7,7,0,49,49,0,0,0,0,0,cluster3
731-1999,Feb-99,4125,4125,731,PRK,2,USA,1999,16,6,1999,18,7,1999,5,3,0,7,3,0,2,1,0,0,0,0,0,1,1,1,1,2,0,7,3,1,3,1,3,1,0,1,33,33,7,0,7,49,65,49,0,0,0,0,cluster2
731-1999,732-1999,4125,4125,731,PRK,732,ROK,1999,18,7,1999,18,7,1999,5,3,0,7,3,0,2,1,0,0,0,0,0,1,1,1,1,2,0,7,3,1,3,2,3,1,0,1,1,1,7,0,7,49,49,49,0,0,0,0,cluster2
732-1999,731-1999,4125,4125,732,ROK,731,PRK,1999,18,7,1999,18,7,1999,5,3,0,7,3,0,2,1,1,1,2,0,7,3,1,0,0,0,0,0,1,1,2,3,1,3,0,1,1,1,7,7,0,49,49,49,0,0,0,0,cluster3
732-1996,740-1996,4126,4126,732,ROK,740,JPN,1996,15,2,1996,15,2,1996,5,3,0,7,3,0,1,1,1,1,1,0,7,3,1,0,1,1,0,7,3,1,1,3,1,3,0,1,1,1,7,7,7,49,49,49,0,0,0,0,cluster3
740-1996,732-1996,4126,4126,740,JPN,732,ROK,1996,15,2,1996,15,2,1996,5,3,0,7,3,0,1,1,0,1,1,0,7,3,1,1,1,1,0,7,3,1,3,1,3,1,0,1,1,1,7,7,7,49,49,49,0,0,0,0,cluster2
732-1999,740-1999,4127,4127,732,ROK,740,JPN,1999,15,2,1999,19,2,1999,7,3,0,17,4,0,1,1,0,1,2,0,0,1,1,1,0,0,0,17,4,1,3,1,3,1,0,1,5,5,15,0,15,81,75,81,0,0,0,0,cluster2
740-1999,732-1999,4127,4127,740,JPN,732,ROK,1999,15,2,1999,19,2,1999,7,3,0,17,4,0,1,1,1,0,0,0,17,4,1,0,1,2,0,0,1,1,1,3,1,3,0,1,5,5,15,15,0,81,81,75,0,0,0,0,cluster3
710-1998,840-1998,4128,4128,710,CHN,840,PHI,1998,1,8,1998,28,2,2000,0,0,0,17,4,0,1,1,0,1,1,0,7,3,1,1,1,1,0,17,4,1,3,1,3,1,0,1,153,153,15,7,15,81,49,81,0,0,0,0,cluster2
710-1999,840-1999,4128,4128,710,CHN,840,PHI,1999,1,8,1998,28,2,2000,0,0,0,17,4,0,1,1,0,1,1,0,7,3,1,1,1,1,0,17,4,1,3,1,3,1,0,2,365,518,15,7,15,81,49,81,0,0,0,0,cluster2
710-2000,840-2000,4128,4128,710,CHN,840,PHI,2000,1,8,1998,28,2,2000,6,1,0,17,4,0,1,1,0,1,1,0,7,3,1,1,1,1,0,17,4,1,3,1,3,1,0,3,60,578,15,7,15,81,49,81,0,0,0,0,cluster2
840-1998,710-1998,4128,4128,840,PHI,710,CHN,1998,1,8,1998,28,2,2000,0,0,0,17,4,0,1,1,1,1,1,0,17,4,1,0,1,1,0,7,3,1,1,3,1,3,0,1,153,153,15,15,7,81,81,49,0,0,0,0,cluster3
840-1999,710-1999,4128,4128,840,PHI,710,CHN,1999,1,8,1998,28,2,2000,0,0,0,17,4,0,1,1,1,1,1,0,17,4,1,0,1,1,0,7,3,1,1,3,1,3,0,2,365,518,15,15,7,81,81,49,0,0,0,0,cluster3
840-2000,710-2000,4128,4128,840,PHI,710,CHN,2000,1,8,1998,28,2,2000,6,1,0,17,4,0,1,1,1,1,1,0,17,4,1,0,1,1,0,7,3,1,1,3,1,3,0,3,60,578,15,15,7,81,81,49,0,0,0,0,cluster3
530-1997,625-1997,4130,4130,530,ETH,625,SUD,1997,1,1,1997,13,1,1997,5,3,0,19,4,1,1,1,1,1,2,9,19,4,1,0,1,2,9,18,4,1,1,3,1,3,0,1,13,13,16,16,17,65,65,75,0,0,0,0,cluster3
625-1997,530-1997,4130,4130,625,SUD,530,ETH,1997,1,1,1997,13,1,1997,5,3,0,19,4,1,1,1,0,1,2,9,18,4,1,1,1,2,9,19,4,1,3,1,3,1,0,1,13,13,16,17,16,65,75,65,0,0,0,0,cluster2
531-1997,679-1997,4132,4132,531,ERI,679,YEM,1997,1,5,1997,31,7,1997,5,3,0,17,4,0,1,1,1,1,1,0,17,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,92,92,15,15,0,81,81,65,0,0,0,0,cluster3
679-1997,531-1997,4132,4132,679,YEM,531,ERI,1997,1,5,1997,31,7,1997,5,3,0,17,4,0,1,1,0,0,0,0,0,1,1,1,1,1,0,17,4,1,3,1,3,1,0,1,92,92,15,0,15,81,75,81,0,0,0,0,cluster2
350-1999,640-1999,4133,4133,350,GRC,640,TUR,1999,12,3,1999,6,5,1999,5,3,0,14,3,0,1,1,0,1,1,0,7,3,1,1,1,1,0,14,3,1,3,1,3,1,0,1,56,56,12,7,12,65,49,65,0,0,0,0,cluster2
640-1999,350-1999,4133,4133,640,TUR,350,GRC,1999,12,3,1999,6,5,1999,5,3,0,14,3,0,1,1,1,1,1,0,14,3,1,0,1,1,0,7,3,1,1,3,1,3,0,1,56,56,12,12,7,65,65,49,0,0,0,0,cluster3
625-1995,651-1995,4134,4134,625,SUD,651,EGY,1995,27,6,1995,17,7,1995,5,3,1,18,4,1,1,1,0,1,1,0,18,4,1,1,1,2,0,18,4,1,3,1,3,1,0,1,21,21,17,17,17,75,75,75,0,0,0,0,cluster2
651-1995,625-1995,4134,4134,651,EGY,625,SUD,1995,27,6,1995,17,7,1995,5,3,1,18,4,1,1,1,1,1,2,0,18,4,1,0,1,1,0,18,4,1,1,3,1,3,0,1,21,21,17,17,17,75,75,75,0,0,0,0,cluster3
800-1997,811-1997,4135,4135,800,THI,811,CAM,1997,15,8,1997,2,5,1998,0,0,0,18,4,1,1,1,1,0,0,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,139,139,17,17,17,75,75,75,0,0,0,0,cluster3
800-1998,811-1998,4135,4135,800,THI,811,CAM,1998,15,8,1997,2,5,1998,5,3,1,18,4,1,1,1,1,0,0,1,18,4,1,0,0,0,1,18,4,1,1,3,1,3,0,2,123,262,17,17,17,75,75,75,0,0,0,0,cluster3
811-1997,800-1997,4135,4135,811,CAM,800,THI,1997,15,8,1997,2,5,1998,0,0,0,18,4,1,1,1,0,0,0,0,18,4,1,1,0,0,0,18,4,1,3,1,3,1,0,1,139,139,17,17,17,75,75,75,0,0,0,0,cluster2
811-1998,800-1998,4135,4135,811,CAM,800,THI,1998,15,8,1997,2,5,1998,5,3,1,18,4,1,1,1,0,0,0,1,18,4,1,1,0,0,1,18,4,1,3,1,3,1,0,2,123,262,17,17,17,75,75,75,0,0,0,0,cluster2
339-1997,345-1997,4136,4136,339,ALB,345,YUG,1997,3,3,1997,31,3,1997,5,3,0,13,3,0,1,1,1,0,0,0,0,1,1,0,1,4,0,13,3,1,3,1,3,1,0,1,29,29,11,0,11,49,0,49,0,0,0,0,cluster2
345-1997,339-1997,4136,4136,345,YUG,339,ALB,1997,3,3,1997,31,3,1997,5,3,0,13,3,0,1,1,0,1,4,0,13,3,1,1,0,0,0,0,1,1,1,3,1,3,0,1,29,29,11,11,0,49,49,65,0,0,0,0,cluster3
Feb-98,345-1998,4137,4137,2,USA,345,YUG,1998,3,5,1998,10,6,1999,0,0,0,19,4,0,24,1,1,1,2,0,19,4,0,0,0,0,0,19,4,1,2,3,1,3,0,1,243,243,16,16,16,65,65,65,0,1,0,0,cluster3
Feb-99,345-1999,4137,4137,2,USA,345,YUG,1999,3,5,1998,10,6,1999,1,2,6,22,5,0,24,1,1,1,2,1,22,5,0,0,0,0,6,22,5,1,2,3,1,3,1,2,162,405,20,20,20,100,100,100,0,1,0,0,cluster1
345-1998,Feb-98,4137,4137,345,YUG,2,USA,1998,3,5,1998,10,6,1999,0,0,0,19,4,0,24,1,0,0,0,0,12,3,1,1,1,2,0,19,4,0,3,2,3,1,0,1,243,243,16,10,16,65,82,65,0,0,0,0,cluster2
345-1999,Feb-99,4137,4137,345,YUG,2,USA,1999,3,5,1998,10,6,1999,2,2,6,22,5,0,24,1,0,0,0,6,22,5,1,1,1,2,1,22,5,0,3,2,3,1,1,2,162,405,20,20,20,100,100,100,0,0,0,0,cluster1
20-1998,345-1998,4137,4137,20,CAN,345,YUG,1998,11,6,1998,10,6,1999,0,0,0,19,4,0,24,1,1,1,2,0,19,4,0,0,0,0,0,7,3,1,2,3,1,3,0,1,204,204,16,16,7,65,65,49,0,0,0,0,cluster3
20-1999,345-1999,4137,4137,20,CAN,345,YUG,1999,11,6,1998,10,6,1999,1,2,5,19,4,0,24,1,1,1,2,0,19,4,0,0,0,0,5,7,3,1,2,3,1,3,0,2,162,366,16,16,7,65,65,49,0,0,0,0,cluster3
345-1998,20-1998,4137,4137,345,YUG,20,CAN,1998,11,6,1998,10,6,1999,0,0,0,19,4,0,24,1,0,0,0,0,7,3,1,1,1,2,0,19,4,0,3,2,3,1,0,1,204,204,16,7,16,65,49,65,0,0,0,0,cluster2
345-1999,20-1999,4137,4137,345,YUG,20,CAN,1999,11,6,1998,10,6,1999,2,2,5,19,4,0,24,1,0,0,0,5,7,3,1,1,1,2,0,19,4,0,3,2,3,1,0,2,162,366,16,7,16,65,49,65,0,0,0,0,cluster2
200-1998,345-1998,4137,4137,200,UKG,345,YUG,1998,3,5,1998,10,6,1999,0,0,0,19,4,0,24,1,1,1,2,0,19,4,0,0,0,0,0,13,3,1,2,3,1,3,0,1,243,243,16,16,11,65,65,49,0,0,0,0,cluster3
200-1999,345-1999,4137,4137,200,UKG,345,YUG,1999,3,5,1998,10,6,1999,1,2,5,19,4,0,24,1,1,1,2,0,19,4,0,0,0,0,5,13,3,1,2,3,1,3,0,2,162,405,16,16,11,65,65,49,0,0,0,0,cluster3
345-1998,200-1998,4137,4137,345,YUG,200,UKG,1998,3,5,1998,10,6,1999,0,0,0,19,4,0,24,1,0,0,0,0,13,3,1,1,1,2,0,19,4,0,3,2,3,1,0,1,243,243,16,11,16,65,49,65,0,0,0,0,cluster2
345-1999,200-1999,4137,4137,345,YUG,200,UKG,1999,3,5,1998,10,6,1999,2,2,5,19,4,0,24,1,0,0,0,5,13,3,1,1,1,2,0,19,4,0,3,2,3,1,0,2,162,405,16,11,16,65,49,65,0,0,0,0,cluster2
210-1998,345-1998,4137,4137,210,NTH,345,YUG,1998,11,6,1998,10,6,1999,0,0,0,19,4,0,24,1,1,1,2,0,19,4,0,0,0,0,0,7,3,1,2,3,1,3,0,1,204,204,16,16,7,65,65,49,0,0,0,0,cluster3
210-1999,345-1999,4137,4137,210,NTH,345,YUG,1999,11,6,1998,10,6,1999,1,2,5,19,4,0,24,1,1,1,2,0,19,4,0,0,0,0,5,7,3,1,2,3,1,3,0,2,162,366,16,16,7,65,65,49,0,0,0,0,cluster3
345-1998,210-1998,4137,4137,345,YUG,210,NTH,1998,11,6,1998,10,6,1999,0,0,0,19,4,0,24,1,0,0,0,0,7,3,1,1,1,2,0,19,4,0,3,2,3,1,0,1,204,204,16,7,16,65,49,65,0,0,0,0,cluster2
345-1999,210-1999,4137,4137,345,YUG,210,NTH,1999,11,6,1998,10,6,1999,2,2,5,19,4,0,24,1,0,0,0,5,7,3,1,1,1,2,0,19,4,0,3,2,3,1,0,2,162,366,16,7,16,65,49,65,0,0,0,0,cluster2
211-1998,345-1998,4137,4137,211,BEL,345,YUG,1998,11,6,1998,10,6,1999,0,0,0,19,4,0,24,1,1,1,2,0,19,4,0,0,0,2,0,7,3,1,2,3,1,3,0,1,204,204,16,16,7,65,65,49,0,0,0,0,cluster3
211-1999,345-1999,4137,4137,211,BEL,345,YUG,1999,11,6,1998,10,6,1999,1,2,5,19,4,0,24,1,1,1,2,0,19,4,0,0,0,2,5,7,3,1,2,3,1,3,0,2,162,366,16,16,7,65,65,49,0,0,0,0,cluster3
